seq,Kingdom,Phylum,Class,Order,Family,Genus,Species,Combined,Combined,46152,H,Ha,I,Ia,J,Ja,Jb,K,L,M,N,Na,P,Q,Qa
01a80919b32734264f4c21669d8f2713,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Fermentimonas,midas_s_96616,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Fermentimonas midas_s_96616,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Fermentimonas midas_s_96616,0.029979598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41394ade15d1e8762a8d0b3599068bf2,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Fermentimonas,midas_s_96616,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Fermentimonas midas_s_96616,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Fermentimonas midas_s_96616,0.032102047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d5e86e0fe7c13c5751606c96f3788345,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Fermentimonas,midas_s_96616,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Fermentimonas midas_s_96616,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Fermentimonas midas_s_96616,0.235061272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84fa9606a58e97506922f09083e7087a,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,midas_s_738,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum midas_s_738,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum midas_s_738,0.002122449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0709277372b3816e3986842fb10c8e96,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,midas_s_90161,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum midas_s_90161,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum midas_s_90161,0.052795929,0.186136736,0.222018607,0.079222221,0,0.008742171,0,0,0,0,0.005315332,0.0279211,0.176942555,0.239702604,0.123585091,0.161320934
a56e9b9fb128fed11f629c8a133ea087,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,midas_s_90161,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum midas_s_90161,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum midas_s_90161,0,0.000713168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e6485d233ed2b8b9a2f3f50f0747b9d2,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,midas_s_56159,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum midas_s_56159,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum midas_s_56159,0.127081659,0.324847828,0.451085424,0.174073316,0.213172393,0.075859482,0.093083869,0.114653614,0.402666637,1.032498439,1.14980297,1.154266014,0.77488636,0.89278929,0.848243126,0.967925603
47515cfa358287ae00ead27b78b2285b,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,NA,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum NA,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum NA,0.023877556,0,0,0,0,0,0,0,0,0,0,0,0,0.031823133,0.058983794,0.034794711
2b7dca9f823dab555a368d87f194804f,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,NA,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum NA,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum NA,0.030244904,0,0,0,0,0,0,0,0.005564768,0.012177522,0.029234326,0.028502789,0,0.016307377,0,0
070ad707f633c0df5a19f11bcfa699c1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,NA,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum NA,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum NA,0,0,0,0,0,0,0,0,0,0,0.00241606,0,0,0.017573969,0,0
b64f2cd0b47a6548ebe2077c728b213f,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,Proteiniphilum_saccharofermentans,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum Proteiniphilum_saccharofermentans,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum Proteiniphilum_saccharofermentans,0.016183677,0.008914595,0,0,0,0,0,0,0,0,0.012563512,0,0,0.004749721,0,0
4a18801bf3179876e3e063abc1fa1b5c,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,Proteiniphilum_saccharofermentans,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum Proteiniphilum_saccharofermentans,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum Proteiniphilum_saccharofermentans,0,0,0,0,0,0,0,0,0,0,0.041073021,0.016868998,0,0.016624025,0,0
b4eac52cfa36ce63f24be2fc530ad204,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,Proteiniphilum_saccharofermentans,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum Proteiniphilum_saccharofermentans,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum Proteiniphilum_saccharofermentans,0.010346941,0.015689687,0,0.01131746,0,0.007332143,0,0,0.010684355,0.051560148,0.093259917,0.043820615,0,0.032298105,0,0
d4cf4bfef77541da66524a9292252fa2,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,Proteiniphilum_saccharofermentans,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum Proteiniphilum_saccharofermentans,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum Proteiniphilum_saccharofermentans,0.006632654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eefd58e34806834774cf090051744fd6,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,midas_s_93948,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum midas_s_93948,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum midas_s_93948,0,0.011410681,0,0.003772487,0,0.002820055,0,0,0,0,0,0,0,0.001108268,0,0
f397a6809dc09fd4f5cc5f425c5eb0ba,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,midas_s_93948,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum midas_s_93948,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum midas_s_93948,0,0,0,0,0,0,0,0,0,0.003109155,0,0,0,0,0,0
27b310dd4ffe5fc8db8b41f66bdb3175,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,midas_s_93948,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum midas_s_93948,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum midas_s_93948,0.016448983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4f3989d95e7611bb6b5307454d75d3ce,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,midas_s_93948,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum midas_s_93948,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum midas_s_93948,0.010346941,0.036371546,0.052861573,0.014012094,0,0.01381827,0.018616774,0,0.005787359,0.027464199,0.070790559,0.046922959,0.08236981,0.047338889,0.030896273,0.041121022
5e2e0a4cfc3ab5f1a074ef61d2d6f68b,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,NA,NA,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae NA NA,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae NA NA,0,0.006775092,0,0,0,0,0,0,0,0.00207277,0.011597088,0.001551172,0,0,0,0
499a635c6e7dcd5c8ef518302aa50011,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Fermentimonas,NA,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Fermentimonas NA,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Fermentimonas NA,0,0.256027157,0.225542712,0.203714283,0.376512278,0.072757422,0.043439139,0.105834105,0.03628229,0.048450993,0.038656961,0.021134721,0.015253669,0.008866147,0,0
ce21e0d8c29a8e91b8f8ed03fb21d296,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Fermentimonas,Fermentimonas_caenicola,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Fermentimonas Fermentimonas_caenicola,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Fermentimonas Fermentimonas_caenicola,0.113020431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7bc28b86485f80b7996a6a115aa31176,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Fermentimonas,Fermentimonas_caenicola,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Fermentimonas Fermentimonas_caenicola,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Fermentimonas Fermentimonas_caenicola,0,0.011767265,0,0,0,0,0,0,0,0,0,0,0,0,0,0
021d1583edfe105a9c99264ea9f3d2d6,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,midas_s_63906,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum midas_s_63906,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum midas_s_63906,0.143530642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418ebbfcf9fe4c2ccea934ba2533ec35,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,midas_s_83578,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum midas_s_83578,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum midas_s_83578,0.026795924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dcc60ede2cc11c8503b4f31fab9233b8,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,midas_s_83578,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum midas_s_83578,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum midas_s_83578,0.010346941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817de57245c782e0e938fdb195cd7aa1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Petrimonas,NA,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Petrimonas NA,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Petrimonas NA,0,0,0,0,0,0,0,0,0,0,0,0.000969483,0,0,0,0
cb13db7c2341f7fb498c476454c50a21,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Petrimonas,midas_s_42734,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Petrimonas midas_s_42734,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Petrimonas midas_s_42734,0.017775514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
af9554a6cc07a34c1cb6004e3dbb865a,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Petrimonas,midas_s_47397,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Petrimonas midas_s_47397,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Petrimonas midas_s_47397,0,0,0,0,0,0,0,0,0,0,0.008939422,0.018226273,0.033558071,0.030714865,0.070218802,0.050610489
9cf7d9633bfa9472ea4578871edcdd08,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Petrimonas,NA,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Petrimonas NA,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Petrimonas NA,0.00344898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d21206f5365da44b1152796d3281ae34,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,midas_g_26284,midas_s_26284,Bacteria Bacteroidota Bacteroidia Bacteroidales Prolixibacteraceae midas_g_26284 midas_s_26284,Bacteria Bacteroidota Bacteroidia Bacteroidales Prolixibacteraceae midas_g_26284 midas_s_26284,0.001061225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096bed8d8d3c009cd128c5f66954ed4,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,midas_g_12,midas_s_12,Bacteria Bacteroidota Bacteroidia Bacteroidales Prolixibacteraceae midas_g_12 midas_s_12,Bacteria Bacteroidota Bacteroidia Bacteroidales Prolixibacteraceae midas_g_12 midas_s_12,0.062877564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f58368d26234da28cbe5f17910c56a6c,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,midas_g_12,midas_s_2548,Bacteria Bacteroidota Bacteroidia Bacteroidales Prolixibacteraceae midas_g_12 midas_s_2548,Bacteria Bacteroidota Bacteroidia Bacteroidales Prolixibacteraceae midas_g_12 midas_s_2548,0.006102042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d48429274cd09a4257ad8b24c009e8fd,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,midas_g_25828,NA,Bacteria Bacteroidota Bacteroidia Bacteroidales Prolixibacteraceae midas_g_25828 NA,Bacteria Bacteroidota Bacteroidia Bacteroidales Prolixibacteraceae midas_g_25828 NA,1.534530925,0,0,0,0,0,0,0,0,0,0,0,0,0.003483129,0,0
a5ea8c2ae0dc9882cf9358924dd4f453,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,midas_g_25828,midas_s_84217,Bacteria Bacteroidota Bacteroidia Bacteroidales Prolixibacteraceae midas_g_25828 midas_s_84217,Bacteria Bacteroidota Bacteroidia Bacteroidales Prolixibacteraceae midas_g_25828 midas_s_84217,0.836245069,0,0,0,0,0,0,0,0,0,0,0.00058169,0,0.006332962,0,0
8102b0f64f0661286e71a73878df9ce7,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,midas_g_434,NA,Bacteria Bacteroidota Bacteroidia Flavobacteriales NS9_marine_group midas_g_434 NA,Bacteria Bacteroidota Bacteroidia Flavobacteriales NS9_marine_group midas_g_434 NA,0.003714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ebd4d8e08540f7586c3a30987c6ef7b0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,midas_g_385,midas_s_1233,Bacteria Bacteroidota Bacteroidia Flavobacteriales NS9_marine_group midas_g_385 midas_s_1233,Bacteria Bacteroidota Bacteroidia Flavobacteriales NS9_marine_group midas_g_385 midas_s_1233,0.001857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3d002319a68cb81e39764750ce844423,Bacteria,Bacteroidota,Bacteroidia,Bacteroidetes_VC2.1_Bac22,midas_f_8637,midas_g_101607,midas_s_101607,Bacteria Bacteroidota Bacteroidia Bacteroidetes_VC2.1_Bac22 midas_f_8637 midas_g_101607 midas_s_101607,Bacteria Bacteroidota Bacteroidia Bacteroidetes_VC2.1_Bac22 midas_f_8637 midas_g_101607 midas_s_101607,0.001326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85856de71cc20a58c1522fd9ba454442,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,NA,NA,Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae NA NA,Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae NA NA,0.008755104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a1fc4f2226c42bb7298da8c51ceea5a0,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA,Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Pedobacter NA,Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Pedobacter NA,0.000530612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30b92827daeee78c39eefccd5bfca43d,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,midas_s_116344,Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Sphingobacterium midas_s_116344,Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Sphingobacterium midas_s_116344,0.000530612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64b0ba388dd3728a36854c2f014b3129,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,NA,Bacteria Bacteroidota Bacteroidia Sphingobacteriales Lentimicrobiaceae Lentimicrobium NA,Bacteria Bacteroidota Bacteroidia Sphingobacteriales Lentimicrobiaceae Lentimicrobium NA,0.002653062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d320c54f3dd1a81501e597b4e5a53ac8,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,NA,Bacteria Bacteroidota Bacteroidia Sphingobacteriales Lentimicrobiaceae Lentimicrobium NA,Bacteria Bacteroidota Bacteroidia Sphingobacteriales Lentimicrobiaceae Lentimicrobium NA,0,0,0,0,0,0,0,0,0,0,0.003382484,0,0,0,0,0
949479e3fb297c277f93012cef3a75ac,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,NA,Bacteria Bacteroidota Bacteroidia Sphingobacteriales Lentimicrobiaceae Lentimicrobium NA,Bacteria Bacteroidota Bacteroidia Sphingobacteriales Lentimicrobiaceae Lentimicrobium NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000474972,0,0
62d932ca73039e553c5cd4450ffec6eb,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,NA,Bacteria Bacteroidota Bacteroidia Sphingobacteriales Lentimicrobiaceae Lentimicrobium NA,Bacteria Bacteroidota Bacteroidia Sphingobacteriales Lentimicrobiaceae Lentimicrobium NA,0,0,0,0,0,0,0,0,0,0,0,0.00058169,0,0,0,0
794d1f76593fbe8de481cb6027cffe80,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,NA,Bacteria Bacteroidota Bacteroidia Sphingobacteriales Lentimicrobiaceae Lentimicrobium NA,Bacteria Bacteroidota Bacteroidia Sphingobacteriales Lentimicrobiaceae Lentimicrobium NA,0,0,0,0,0,0,0,0,0,0,0.00120803,0,0,0,0,0
e56ff94be490db15f612984e45450ce3,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,NA,Bacteria Bacteroidota Bacteroidia Sphingobacteriales Lentimicrobiaceae Lentimicrobium NA,Bacteria Bacteroidota Bacteroidia Sphingobacteriales Lentimicrobiaceae Lentimicrobium NA,0,0,0,0,0,0.000564011,0,0,0,0,0,0,0,0,0,0
c55a8101fb6c187736f0af61f720cb92,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,NA,Bacteria Bacteroidota Bacteroidia Sphingobacteriales Lentimicrobiaceae Lentimicrobium NA,Bacteria Bacteroidota Bacteroidia Sphingobacteriales Lentimicrobiaceae Lentimicrobium NA,0,0.236415049,0.521567522,0.29479289,1.456216605,2.254634056,2.491544882,2.390086872,0.338337915,3.945776343,7.431800665,7.936572569,6.376033436,2.92187025,2.693593237,5.095843614
a238153d3168c0f00aeb8fb5d90d7e0c,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,NA,Bacteria Bacteroidota Bacteroidia Sphingobacteriales Lentimicrobiaceae Lentimicrobium NA,Bacteria Bacteroidota Bacteroidia Sphingobacteriales Lentimicrobiaceae Lentimicrobium NA,0,0,0,0,0,0,0,0,0,0,0.006523362,0,0,0,0,0
74733b3a404e0fd05016159ab938bbc7,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,NA,Bacteria Bacteroidota Bacteroidia Sphingobacteriales Lentimicrobiaceae Lentimicrobium NA,Bacteria Bacteroidota Bacteroidia Sphingobacteriales Lentimicrobiaceae Lentimicrobium NA,0,0,0,0,0,0,0,0,0,0.001813674,0,0,0,0,0,0
f2503a995bd8c1a94ce5d1e49159c7d1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,midas_s_63579,Bacteria Bacteroidota Bacteroidia Sphingobacteriales Lentimicrobiaceae Lentimicrobium midas_s_63579,Bacteria Bacteroidota Bacteroidia Sphingobacteriales Lentimicrobiaceae Lentimicrobium midas_s_63579,0,0,0,0,0,0.000846017,0,0,0,0,0,0,0,0,0,0
b4047348b90c6f16b7fba7f7330bf87e,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,ST-12K33,midas_g_22,midas_s_22,Bacteria Bacteroidota Bacteroidia Sphingobacteriales ST-12K33 midas_g_22 midas_s_22,Bacteria Bacteroidota Bacteroidia Sphingobacteriales ST-12K33 midas_g_22 midas_s_22,0.001061225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2750b310e92cd153994e7af71d6851e0,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,midas_g_2126,midas_s_5484,Bacteria Bacteroidota Bacteroidia Sphingobacteriales AKYH767 midas_g_2126 midas_s_5484,Bacteria Bacteroidota Bacteroidia Sphingobacteriales AKYH767 midas_g_2126 midas_s_5484,0.002122449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
021829170463632e041095dab11c0e95,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA,Bacteria Bacteroidota Bacteroidia Bacteroidales Rikenellaceae Alistipes NA,Bacteria Bacteroidota Bacteroidia Bacteroidales Rikenellaceae Alistipes NA,0.000530612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4767afde4b029b318194cf99b257de2d,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,midas_s_83782,Bacteria Bacteroidota Bacteroidia Flavobacteriales Weeksellaceae Chryseobacterium midas_s_83782,Bacteria Bacteroidota Bacteroidia Flavobacteriales Weeksellaceae Chryseobacterium midas_s_83782,0,0.001069751,0,0,0,0,0,0,0,0.001554577,0,0,0,0,0,0
f34375ad68967fbbb5c6ca6b32bea110,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,Bacteria Bacteroidota Bacteroidia Flavobacteriales Weeksellaceae Chryseobacterium NA,Bacteria Bacteroidota Bacteroidia Flavobacteriales Weeksellaceae Chryseobacterium NA,0.000795919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eb689bb0db80cb3fc1f81366f262fd18,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,midas_s_96871,Bacteria Bacteroidota Bacteroidia Flavobacteriales Flavobacteriaceae Flavobacterium midas_s_96871,Bacteria Bacteroidota Bacteroidia Flavobacteriales Flavobacteriaceae Flavobacterium midas_s_96871,0.033163272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bbb265fb3e7a0752ebf597a8844bfc16,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,midas_s_9697,Bacteria Bacteroidota Bacteroidia Flavobacteriales Flavobacteriaceae Flavobacterium midas_s_9697,Bacteria Bacteroidota Bacteroidia Flavobacteriales Flavobacteriaceae Flavobacterium midas_s_9697,0.002653062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800e0527da5f9218e61c70f7d0ec8715,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,Bacteria Bacteroidota Bacteroidia Flavobacteriales Flavobacteriaceae Flavobacterium NA,Bacteria Bacteroidota Bacteroidia Flavobacteriales Flavobacteriaceae Flavobacterium NA,0,0,0,0,0,0,0,0,0,0,0.002174454,0.023655376,0.015253669,0.017573969,0,0
e7a13ec86ee02e4891bd50da7bb8f534,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA,Bacteria Bacteroidota Bacteroidia Flavobacteriales Flavobacteriaceae Flavobacterium NA,Bacteria Bacteroidota Bacteroidia Flavobacteriales Flavobacteriaceae Flavobacterium NA,0.000795919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eb806bb1dd30405c489b4706cacd2d26,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Ca_Opimibacter,NA,Bacteria Bacteroidota Bacteroidia Chitinophagales Saprospiraceae Ca_Opimibacter NA,Bacteria Bacteroidota Bacteroidia Chitinophagales Saprospiraceae Ca_Opimibacter NA,0.000795919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e5e089e059da889289ee4eda3c3a2d00,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Ca_Epiflobacter,midas_s_89,Bacteria Bacteroidota Bacteroidia Chitinophagales Saprospiraceae Ca_Epiflobacter midas_s_89,Bacteria Bacteroidota Bacteroidia Chitinophagales Saprospiraceae Ca_Epiflobacter midas_s_89,0.000795919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
